ID Number,pH,Total Alkalinity,Total Hardness,Free Chlorine,Total Chlorine,Nitrite,Nitrate,Total Iron,Source of Household Water,Showerhead Installation Time Frame,Frequency of Household Shower Usage,Frequency of Showerhead Cleaning,Showerhead Cleaning Solution,Showerhead Material,Interior Showerhead Finish,Showerhead System Setup,Does the Showerhead Have a Filter?,Showerhead Spray Pattern Description,How is Water Heated,Age of Hot Water Heater,Hot Water Heater Flush Frequency
NTM01071,6.8,70,250,0.1,3,0,1,0,Municipal Water System,More than 6 Months Ago,10-13 times/week,Never,NA,Combination of Plastic/Metal,Do Not Know,Fixed Showerhead w/ Additional Handheld Unit,No,Wide Coverage That Feels Like Drenching Rain,Hot Water Heater,1-5 Years,Never
NTM01156,6.8,180,50,0,0,0,2,0.15,Municipal Water System,More than 6 Months Ago,5-9 times/week,Never,NA,Combination of Plastic/Metal,Chrome,Fixed Showerhead w/ Additional Handheld Unit,No,Multiple Interchangeable Spray Patterns,Hot Water Heater,6-10 Years,Never
NTM01456,6.5,40,50,0,0,0,0,0.15,Municipal Water System,More than 6 Months Ago,14+ times/week,Once a Year,Water,Plastic,Do Not Know,Fixed/Permanent,Yes,Multiple Interchangeable Spray Patterns,Hot Water Heater,1-5 Years,Never
NTM01091,7,130,200,0.1,0,0,1,0.05,Municipal Water System,More than 6 Months Ago,10-13 times/week,Never,NA,Plastic,Do Not Know,Fixed/Permanent,Do Not Know,Wide Coverage That Feels Like Drenching Rain,Hot Water Heater,>10 Years,Never
NTM01443,7.2,120,120,0,0.5,0,1,0.05,Municipal Water System,Do Not Know,5-9 times/week,Never,NA,Combination of Plastic/Metal,Do Not Know,Fixed/Permanent,Do Not Know,Multiple Interchangeable Spray Patterns,Hot Water Heater,Do Not Know,Do Not Know
NTM01051,6.2,40,120,0,0,0,0,0.15,Municipal Water System,More than 6 Months Ago,10-13 times/week,Never,NA,Metal,Brass,Fixed/Permanent,No,Drenching Forced Spray Ideal For Rinsing Shampoo,Hot Water Heater,6-10 Years,Never
NTM01384,6.8,180,425,0,0,1.5,5,0.15,Municipal Water System,More than 6 Months Ago,5-9 times/week,Never,NA,Combination of Plastic/Metal,Chrome,Fixed/Permanent,Yes,Multiple Interchangeable Spray Patterns,Hot Water Heater,>10 Years,Never
NTM01421,6.8,120,120,0,0,1,0,0.15,Municipal Water System,More than 6 Months Ago,10-13 times/week,Never,NA,Metal,Do Not Know,Fixed/Permanent,Yes,Multiple Interchangeable Spray Patterns,Hot Water Heater,6-10 Years,Never
NTM01308,7.8,240,120,0.3,2,1,0,0.15,Municipal Water System,Within the Last 6 Months,10-13 times/week,Never,NA,Metal,Chrome,Fixed/Permanent,No,Drenching Forced Spray Ideal For Rinsing Shampoo,Hot Water Heater,6-10 Years,Never
NTM01480,7.8,120,120,0.5,0,0.3,1,0,Municipal Water System,More than 6 Months Ago,5-9 times/week,Never,NA,Metal,Do Not Know,Fixed Showerhead w/ Additional Handheld Unit,No,Targeted Pattern Producing Sharp Pointed Spray,Hot Water Heater,Do Not Know,Yearly
NTM01463,6.4,80,300,0,0.2,0.1,6,0.1,Municipal Water System,More than 6 Months Ago,14+ times/week,Never,NA,Combination of Plastic/Metal,No Finish,Fixed/Permanent,Yes,Drenching Forced Spray Ideal For Rinsing Shampoo,Hot Water Heater,1-5 Years,Never
NTM01478,6.8,80,120,0,0,0,2,0,Municipal Water System,More than 6 Months Ago,14+ times/week,Never,NA,Plastic,No Finish,Fixed Showerhead w/ Additional Handheld Unit,No,Drenching Forced Spray Ideal For Rinsing Shampoo,Hot Water Heater,6-10 Years,Never
NTM01349,8.4,180,50,0,0,0.15,2,0.3,Municipal Water System,More than 6 Months Ago,5-9 times/week,Never,NA,Combination of Plastic/Metal,No Finish,Fixed Showerhead w/ Additional Handheld Unit,Yes,Multiple Interchangeable Spray Patterns,Hot Water Heater,1-5 Years,Never
NTM01079,6.2,120,338,0.5,0,0,1,0.15,Municipal Water System,More than 6 Months Ago,10-13 times/week,Never,NA,Combination of Plastic/Metal,No Finish,Fixed Showerhead w/ Additional Handheld Unit,No,Multiple Interchangeable Spray Patterns,Hot Water Heater,6-10 Years,Do Not Know
NTM00999,7,80,85,0,0.5,0.7,1.5,0.15,Municipal Water System,More than 6 Months Ago,5-9 times/week,Never,NA,Metal,Do Not Know,Fixed/Permanent,Yes,Multiple Interchangeable Spray Patterns,Gas Tankless Water Heater,1-5 Years,Do Not Know
NTM01489,7.2,180,120,0.5,0,0.3,1,0.15,Municipal Water System,More than 6 Months Ago,14+ times/week,Once a Year,Commercial Cleaning Solution,Plastic,Do Not Know,Fixed/Permanent,Do Not Know,Wide Coverage That Feels Like Drenching Rain,Hot Water Heater,6-10 Years,Do Not Know
NTM01251,6.2,80,50,0.1,0.25,0.08,1.7,0.14,Municipal Water System,More than 6 Months Ago,5-9 times/week,Never,NA,Combination of Plastic/Metal,Do Not Know,Fixed/Permanent,Yes,Drenching Forced Spray Ideal For Rinsing Shampoo,Hot Water Heater,6-10 Years,Never
NTM01382,6.2,80,120,0,0,1.5,20,0,Municipal Water System,More than 6 Months Ago,14+ times/week,Never,NA,Combination of Plastic/Metal,Chrome,Fixed Showerhead w/ Additional Handheld Unit,No,Wide Coverage That Feels Like Drenching Rain,Hot Water Heater,6-10 Years,Never
NTM01356,6.8,120,25/425,0,0.5,0.15,1,0.15,Municipal Water System,More than 6 Months Ago,1-4 times/week,Never,NA,Combination of Plastic/Metal,Do Not Know,Fixed/Permanent,Do Not Know,Drenching Forced Spray Ideal For Rinsing Shampoo,Hot Water Heater,Do Not Know,Never
NTM01029,8.4,180,120,0,0,0,5,0.15,Well-Water System,Do Not Know,1-4 times/week,Once a Year,Water,Combination of Plastic/Metal,Chrome,Fixed/Permanent,No,Fine Misting of Water (Low Flow),Hot Water Heater,1-5 Years,Never
NTM00592,6.8,60,250,0,0.5,0,1,0,Municipal Water System,More than 6 Months Ago,10-13 times/week,Never,NA,Do Not Know,Do Not Know,Do Not Know,Do Not Know,Multiple Interchangeable Spray Patterns,Hot Water Heater,1-5 Years,Never
NTM01265,6.8,120,120,0,0,0,1,0.15,Municipal Water System,Within the Last 6 Months,5-9 times/week,Never,NA,Do Not Know,Do Not Know,Fixed/Permanent,No,Multiple Interchangeable Spray Patterns,Hot Water Heater,Do Not Know,Do Not Know
NTM01442,7.2,180,120,0,0,1.5,0,0.15,Municipal Water System,More than 6 Months Ago,14+ times/week,Never,NA,Combination of Plastic/Metal,Do Not Know,Fixed/Permanent,No,Drenching Forced Spray Ideal For Rinsing Shampoo,Hot Water Heater,Do Not Know,Never
NTM00573,6.8,150,120,0.2,0.5,0,5,0,Municipal Water System,More than 6 Months Ago,5-9 times/week,Never,NA,Combination of Plastic/Metal,Do Not Know,Fixed/Permanent,No,Drenching Forced Spray Ideal For Rinsing Shampoo,Hot Water Heater,1-5 Years,Never
NTM01282,6.2,80,50,0,0,0,1,0.15,Municipal Water System,More than 6 Months Ago,14+ times/week,Never,NA,Combination of Plastic/Metal,Do Not Know,Fixed Showerhead w/ Additional Handheld Unit,Do Not Know,Drenching Forced Spray Ideal For Rinsing Shampoo,Hot Water Heater,1-5 Years,Every Few Years
NTM01420,6.6,180,250,0,0,0.1,4,0.15,Municipal Water System,More than 6 Months Ago,10-13 times/week,Never,NA,Combination of Plastic/Metal,No Finish,Fixed/Permanent,Do Not Know,Multiple Interchangeable Spray Patterns,Hot Water Heater,>10 Years,Never
NTM01198,6.8,120,250,0,1,2,0,0.3,Well-Water System,Do Not Know,10-13 times/week,Never,NA,Metal,Nickel,Fixed Showerhead w/ Additional Handheld Unit,No,Wide Coverage That Feels Like Drenching Rain,Hot Water Heater,1-5 Years,Do Not Know
NTM01057,6.2,40,250,0,2,2,0,0,Municipal Water System,More than 6 Months Ago,10-13 times/week,Once a Year,Vinegar,Metal,Chrome,Fixed Showerhead w/ Additional Handheld Unit,Yes,Multiple Interchangeable Spray Patterns,Hot Water Heater,6-10 Years,Never
NTM01256,6.8,180,250,0,0.5,0,1,0.15,Municipal Water System,More than 6 Months Ago,5-9 times/week,Never,NA,Metal,Do Not Know,Fixed/Permanent,Yes,Multiple Interchangeable Spray Patterns,Hot Water Heater,Do Not Know,Do Not Know
NTM01025,6.6,120,250,0,0.25,0,1,0.15,Municipal Water System,More than 6 Months Ago,1-4 times/week,Once Every 6 Months,Bleach and Water,Combination of Plastic/Metal,Do Not Know,Fixed Showerhead w/ Additional Handheld Unit,No,Multiple Interchangeable Spray Patterns,Hot Water Heater,>10 Years,Every Few Years
NTM01140,6.8,80,120,0,0,0,1.5,0.05,Municipal Water System,More than 6 Months Ago,10-13 times/week,Once a Year,Bleach and Water,Combination of Plastic/Metal,Do Not Know,Fixed/Permanent,No,Drenching Forced Spray Ideal For Rinsing Shampoo,Hot Water Heater,>10 Years,Every Few Years
NTM01046,NA,NA,NA,NA,NA,0,1,0.15,Municipal Water System,More than 6 Months Ago,14+ times/week,Never,NA,Do Not Know,Dp,Fixed/Permanent,Do Not Know,Drenching Forced Spray Ideal For Rinsing Shampoo,Hot Water Heater,>10 Years,Never
NTM01490,6.8,180,120,0,0,0,0,0,Unknown/Other,Do Not Know,10-13 times/week,Never,NA,Metal,Do Not Know,Fixed/Permanent,Yes,Wide Coverage That Feels Like Drenching Rain,Hot Water Heater,Do Not Know,Do Not Know
NTM01482,6.8,120,130,0,0,0,4,0.5,Municipal Water System,Within the Last 6 Months,5-9 times/week,Never,NA,Combination of Plastic/Metal,Do Not Know,Fixed/Permanent,Yes,Multiple Interchangeable Spray Patterns,Hot Water Heater,Do Not Know,Do Not Know
NTM01483,6.8,120,120,0,0,2,0,0,Municipal Water System,Within the Last 6 Months,14+ times/week,Never,NA,Plastic,No Finish,Fixed Showerhead w/ Additional Handheld Unit,No,Multiple Interchangeable Spray Patterns,Hot Water Heater,<1 Year,Never
NTM01104,7,120,200,0,0.5,0,0.5,0.15,Municipal Water System,More than 6 Months Ago,1-4 times/week,Never,NA,Metal,Do Not Know,Fixed/Permanent,No,Fine Misting of Water (Low Flow),Hot Water Heater,>10 Years,Do Not Know
NTM01481,7.8,240,250,0,0,0,2,0.15,Municipal Water System,More than 6 Months Ago,14+ times/week,Once a Month,Commercial Cleaning Solution,Metal,Do Not Know,Fixed Showerhead w/ Additional Handheld Unit,Do Not Know,Drenching Forced Spray Ideal For Rinsing Shampoo,Electric Tankless Water Heater,Do Not Know,Do Not Know
NTM01103,6.2,120,120,0,0,0,1,0.15,Well-Water System,Within the Last 6 Months,14+ times/week,Never,NA,Plastic,Do Not Know,Fixed/Permanent,Do Not Know,Multiple Interchangeable Spray Patterns,Hot Water Heater,1-5 Years,Every Few Years
NTM01096,6.2,80,0,0,1,0,0,0.8,Municipal Water System,More than 6 Months Ago,10-13 times/week,Never,NA,Plastic,Do Not Know,Fixed/Permanent,No,Multiple Interchangeable Spray Patterns,Gas Tankless Water Heater,1-5 Years,Every Few Years
NTM01428,6.8,240,180,0,0,0,10,0.15,Well-Water System,More than 6 Months Ago,1-4 times/week,Never,NA,Plastic,No Finish,Fixed Showerhead w/ Additional Handheld Unit,No,Multiple Interchangeable Spray Patterns,Hot Water Heater,6-10 Years,Do Not Know
NTM01146,6.4,80,120,0,0.5,0,1,0.15,Municipal Water System,More than 6 Months Ago,1-4 times/week,Never,NA,Combination of Plastic/Metal,Do Not Know,Fixed/Permanent,Do Not Know,Wide Coverage That Feels Like Drenching Rain,Hot Water Heater,1-5 Years,Never
NTM01223,6.2,80,250,0,0,0.15,2,0.15,Municipal Water System,More than 6 Months Ago,5-9 times/week,Never,NA,Metal,Do Not Know,Fixed/Permanent,No,Drenching Forced Spray Ideal For Rinsing Shampoo,Hot Water Heater,1-5 Years,Yearly
NTM01375,6.8,180,120,0,0,0.1,2,0.15,Municipal Water System,More than 6 Months Ago,5-9 times/week,Never,NA,Combination of Plastic/Metal,Do Not Know,Fixed/Permanent,Yes,Targeted Pattern Producing Sharp Pointed Spray,Hot Water Heater,1-5 Years,Never
NTM01168,6.8,140,250,0,0,0,0.5,0.15,Municipal Water System,More than 6 Months Ago,10-13 times/week,Once a Year,Vinegar,Combination of Plastic/Metal,Do Not Know,Fixed/Permanent,No,Multiple Interchangeable Spray Patterns,Hot Water Heater,>10 Years,Never
NTM00559,7.2,180,50,0,0,0,2,0,Municipal Water System,More than 6 Months Ago,1-4 times/week,Never,NA,Plastic,Do Not Know,Fixed/Permanent,Yes,Wide Coverage That Feels Like Drenching Rain,Hot Water Heater,1-5 Years,Never
NTM01235,7.2,120,50,0,0.5,0,2,0.7,Municipal Water System,More than 6 Months Ago,10-13 times/week,Never,NA,Combination of Plastic/Metal,No Finish,Fixed/Permanent,No,Wide Coverage That Feels Like Drenching Rain,Hot Water Heater,Do Not Know,Do Not Know
NTM00181,6.8,180,120,0,0.5,0,0.5,0.15,Municipal Water System,More than 6 Months Ago,1-4 times/week,Never,NA,Combination of Plastic/Metal,Do Not Know,Fixed/Permanent,Yes,Drenching Forced Spray Ideal For Rinsing Shampoo,Electric Tankless Water Heater,1-5 Years,NA
NTM01343,6.7,80,150,0.5,0.1,0,3.5,0.15,Municipal Water System,More than 6 Months Ago,5-9 times/week,Never,NA,Solid Brass,Chrome,Fixed/Permanent,No,Drenching Forced Spray Ideal For Rinsing Shampoo,Gas Tankless Water Heater,6-10 Years,Never
NTM01148,6.2,110,50,0,0.5,0,0,0.05,Municipal Water System,Within the Last 6 Months,10-13 times/week,Never,NA,Combination of Plastic/Metal,Chrome,Fixed/Permanent,Yes,Multiple Interchangeable Spray Patterns,Hot Water Heater,Do Not Know,Do Not Know
NTM00078,6.2,80,250,0,0,0,0,0,Municipal Water System,Within the Last 6 Months,1-4 times/week,Never,NA,Combination of Plastic/Metal,Do Not Know,Fixed/Permanent,No,Multiple Interchangeable Spray Patterns,Hot Water Heater,6-10 Years,Do Not Know
NTM01286,6.5,140,250,0,0,0,1,0,Well-Water System,More than 6 Months Ago,10-13 times/week,Never,NA,Plastic,No Finish,Fixed/Permanent,Do Not Know,Targeted Pattern Producing Sharp Pointed Spray,Hot Water Heater,6-10 Years,Every Few Years
NTM00073,7.2,180,250,0,0.5,0.15,20,0.15,Municipal Water System,More than 6 Months Ago,10-13 times/week,Never,Vinegar,Combination of Plastic/Metal,Do Not Know,Fixed/Permanent,Do Not Know,Multiple Interchangeable Spray Patterns,Hot Water Heater,>10 Years,Never
NTM01396,6.2,40,250,0,0.5,0.3,2,0.15,Municipal Water System,More than 6 Months Ago,14+ times/week,Never,NA,Combination of Plastic/Metal,Do Not Know,Fixed/Permanent,Do Not Know,Wide Coverage That Feels Like Drenching Rain,Electric Tankless Water Heater,1-5 Years,Do Not Know
NTM01302,6.2,0,0,0,0,0.3,5,0.3,Municipal Water System,More than 6 Months Ago,1-4 times/week,Never,NA,Combination of Plastic/Metal,Do Not Know,Fixed/Permanent,Do Not Know,Targeted Pattern Producing Sharp Pointed Spray,Hot Water Heater,>10 Years,Never
NTM01262,6.8,240,250,0,0.25,0,1,0,Municipal Water System,More than 6 Months Ago,14+ times/week,Never,NA,Combination of Plastic/Metal,Do Not Know,Fixed/Permanent,No,Drenching Forced Spray Ideal For Rinsing Shampoo,Hot Water Heater,1-5 Years,Never
NTM01120,6.8,60,425,0,0,0.3,5,0.15,Municipal Water System,More than 6 Months Ago,14+ times/week,Never,NA,Combination of Plastic/Metal,Do Not Know,Fixed/Permanent,Yes,Drenching Forced Spray Ideal For Rinsing Shampoo,Hot Water Heater,1-5 Years,Never
NTM01488,6.8,160,250,0,0,0,5,0.225,Municipal Water System,More than 6 Months Ago,5-9 times/week,Never,NA,Metal,Do Not Know,Fixed/Permanent,Do Not Know,Wide Coverage That Feels Like Drenching Rain,Hot Water Heater,Do Not Know,Do Not Know
NTM00628,7.2,180,250,0,0.5,0,10,0.15,Municipal Water System,More than 6 Months Ago,14+ times/week,Never,NA,Combination of Plastic/Metal,Do Not Know,Fixed/Permanent,No,Multiple Interchangeable Spray Patterns,Hot Water Heater,>10 Years,Never
NTM00536,6.8,220,250,0,0.05,0,1,0.1,Municipal Water System,More than 6 Months Ago,1-4 times/week,Never,NA,Plastic,No Finish,Fixed Showerhead w/ Additional Handheld Unit,No,Multiple Interchangeable Spray Patterns,Hot Water Heater,>10 Years,Never
NTM00581,6.2,40,120,0,0,0,5,0,Water Catchment,More than 6 Months Ago,5-9 times/week,Never,NA,Metal,Chrome,Fixed/Permanent,No,Wide Coverage That Feels Like Drenching Rain,Hot Water Heater,Do Not Know,Never
NTM01151,6.5,60,120,0,0.25,1,0,0.1,Municipal Water System,More than 6 Months Ago,5-9 times/week,Never,NA,Combination of Plastic/Metal,Do Not Know,Fixed/Permanent,Yes,Targeted Pattern Producing Sharp Pointed Spray,Hot Water Heater,6-10 Years,Do Not Know
NTM01169,6.2,80,50,0,0,0,0,0.15,Municipal Water System,More than 6 Months Ago,1-4 times/week,Never,NA,Plastic,Chrome,Fixed Showerhead w/ Additional Handheld Unit,Yes,Multiple Interchangeable Spray Patterns,Hot Water Heater,6-10 Years,Never
NTM01323,6.4,70,338,0,0,0.3,7,0.15,Municipal Water System,More than 6 Months Ago,14+ times/week,Never,NA,Metal,No Finish,Fixed/Permanent,Yes,Drenching Forced Spray Ideal For Rinsing Shampoo,Hot Water Heater,6-10 Years,Never
NTM00526,6.2,60,50,0,0.5,0,1,0.1,Municipal Water System,More than 6 Months Ago,5-9 times/week,Never,NA,Combination of Plastic/Metal,Do Not Know,Fixed/Permanent,Yes,Wide Coverage That Feels Like Drenching Rain,Hot Water Heater,>10 Years,Do Not Know
NTM01237,6.2,120,120,0,0,0,1,0,Municipal Water System,More than 6 Months Ago,5-9 times/week,Never,NA,Metal,Nickel,Fixed/Permanent,No,Multiple Interchangeable Spray Patterns,Hot Water Heater,Do Not Know,Never
NTM00379,6.6,100,225,0.25,0.5,0,0,0.15,Municipal Water System,More than 6 Months Ago,5-9 times/week,Never,NA,Combination of Plastic/Metal,Do Not Know,Fixed/Permanent,No,Drenching Forced Spray Ideal For Rinsing Shampoo,Hot Water Heater,Do Not Know,Do Not Know
NTM00432,6.2,150,250,0,0,0,10,0.15,Well-Water System,More than 6 Months Ago,10-13 times/week,Once a Year,Vinegar,Combination of Plastic/Metal,Do Not Know,Fixed Showerhead w/ Additional Handheld Unit,Yes,Targeted Pattern Producing Sharp Pointed Spray,Hot Water Heater,>10 Years,Do Not Know
NTM01361,6.2,80,250,0.5,0.5,0.3,5,0.15,Municipal Water System,More than 6 Months Ago,10-13 times/week,Never,NA,Combination of Plastic/Metal,Chrome,Fixed Showerhead w/ Additional Handheld Unit,Yes,Multiple Interchangeable Spray Patterns,Hot Water Heater,>10 Years,Never
NTM01141,6.4,150,300,0,0.1,0.05,1,0.15,Municipal Water System,More than 6 Months Ago,5-9 times/week,Never,NA,Combination of Plastic/Metal,Do Not Know,Fixed Showerhead w/ Additional Handheld Unit,Yes,Drenching Forced Spray Ideal For Rinsing Shampoo,Hot Water Heater,1-5 Years,Never
NTM01467,6.8,120,425,0,0,1.25,10,0.15,Municipal Water System,More than 6 Months Ago,14+ times/week,Never,NA,Combination of Plastic/Metal,Do Not Know,Fixed/Permanent,Yes,Drenching Forced Spray Ideal For Rinsing Shampoo,Hot Water Heater,Do Not Know,Never
NTM01462,7.2,120,120,0,0,1,0.3,0.15,Municipal Water System,More than 6 Months Ago,14+ times/week,Never,NA,Combination of Plastic/Metal,No Finish,Fixed/Permanent,No,Wide Coverage That Feels Like Drenching Rain,Hot Water Heater,6-10 Years,Do Not Know
NTM00117,6.8,240,50,0,0,1,0,0,Well-Water System,More than 6 Months Ago,5-9 times/week,Never,NA,Combination of Plastic/Metal,Do Not Know,Fixed/Permanent,Do Not Know,Drenching Forced Spray Ideal For Rinsing Shampoo,Hot Water Heater,>10 Years,Never
NTM00982,7.2,180,250,0,4,0,1,0.1,Municipal Water System,Within the Last Month,1-4 times/week,Never,NA,Metal,Do Not Know,Fixed/Permanent,Do Not Know,Multiple Interchangeable Spray Patterns,Hot Water Heater,>10 Years,Do Not Know
NTM01298,7,210,120,0,0,0,5,0.3,Well-Water System,More than 6 Months Ago,5-9 times/week,Never,NA,Combination of Plastic/Metal,Do Not Know,Fixed Showerhead w/ Additional Handheld Unit,Yes,Multiple Interchangeable Spray Patterns,Electric Tankless Water Heater,6-10 Years,NA
NTM01255,6.2,80,250,0,0,0.3,5,0.15,Well-Water System,More than 6 Months Ago,1-4 times/week,Once a Month,Undiluted Bleach,Combination of Plastic/Metal,Do Not Know,Fixed/Permanent,Yes,Targeted Pattern Producing Sharp Pointed Spray,Hot Water Heater,1-5 Years,Yearly
NTM01021,6.8,120,120,0,2,0,1,0.15,Municipal Water System,More than 6 Months Ago,10-13 times/week,Never,NA,Combination of Plastic/Metal,Do Not Know,Fixed Showerhead w/ Additional Handheld Unit,Do Not Know,Multiple Interchangeable Spray Patterns,Hot Water Heater,>10 Years,Never
NTM00970,7.8,120,425,0,0,0.15,2,0,Municipal Water System,More than 6 Months Ago,5-9 times/week,Never,Vinegar,Plastic,Do Not Know,Fixed/Permanent,No,Wide Coverage That Feels Like Drenching Rain,Hot Water Heater,>10 Years,Never
NTM01472,6.8,60,100,0,0.25,0,1,0.15,Unknown/Other,More than 6 Months Ago,14+ times/week,Never,NA,Metal,Chrome,Fixed Showerhead w/ Additional Handheld Unit,Do Not Know,Multiple Interchangeable Spray Patterns,Electric Tankless Water Heater,6-10 Years,Never
NTM01464,6.2,120,180,0,0,3,0,0.15,Municipal Water System,More than 6 Months Ago,14+ times/week,Never,NA,Metal,Do Not Know,Fixed Showerhead w/ Additional Handheld Unit,No,Multiple Interchangeable Spray Patterns,Hot Water Heater,6-10 Years,Do Not Know
NTM00038,6.5,150,120,0,1,0.3,5,0.25,Do Not Know,Do Not Know,14+ times/week,Never,NA,Combination of Plastic/Metal,Do Not Know,Fixed/Permanent,No,Multiple Interchangeable Spray Patterns,Hot Water Heater,6-10 Years,Never
NTM01484,6.8,80,120,0,0,0,0,0,Municipal Water System,More than 6 Months Ago,14+ times/week,Never,NA,Combination of Plastic/Metal,Chrome,Fixed/Permanent,No,Multiple Interchangeable Spray Patterns,Hot Water Heater,>10 Years,Never
NTM01284,6.4,100,120,0,0,0.8,1,0.3,Unknown/Other,More than 6 Months Ago,5-9 times/week,Never,NA,Plastic,Do Not Know,Fixed Showerhead w/ Additional Handheld Unit,Yes,Multiple Interchangeable Spray Patterns,Hot Water Heater,>10 Years,Never
NTM01077,6.8,120,185,0,1.5,0,1.5,0.15,Municipal Water System,More than 6 Months Ago,14+ times/week,Once a Year,Baking Soda/Vinegar,Plastic,No Finish,Fixed/Permanent,No,Drenching Forced Spray Ideal For Rinsing Shampoo,Hot Water Heater,>10 Years,Do Not Know
NTM01173,6.2,80,0,0.5,0.5,1,15,0.15,Municipal Water System,More than 6 Months Ago,5-9 times/week,Never,NA,Metal,Brass,Fixed/Permanent,No,Drenching Forced Spray Ideal For Rinsing Shampoo,Hot Water Heater,1-5 Years,Never
NTM01083,6.2,120,120,0,0,1.5,2,NA,Municipal Water System,More than 6 Months Ago,14+ times/week,Never,NA,Plastic,Do Not Know,Fixed/Permanent,Yes,Wide Coverage That Feels Like Drenching Rain,Hot Water Heater,<1 Year,Yearly
NTM01109,6.2,100,120,0,0.25,0,1,0.15,Municipal Water System,More than 6 Months Ago,1-4 times/week,Never,NA,Plastic,No Finish,Hand-Held Unit,Yes,Wide Coverage That Feels Like Drenching Rain,Hot Water Heater,6-10 Years,Do Not Know
NTM01022,6.5,120,120,0,0.3,0,2,0.15,Municipal Water System,More than 6 Months Ago,10-13 times/week,Never,NA,Combination of Plastic/Metal,Chrome,Fixed/Permanent,Yes,Drenching Forced Spray Ideal For Rinsing Shampoo,Hot Water Heater,1-5 Years,Never
NTM01023,6.2,120,425,0,0,0.2,5,0.1,Municipal Water System,More than 6 Months Ago,5-9 times/week,Never,NA,Plastic,No Finish,Fixed Showerhead w/ Additional Handheld Unit,Yes,Multiple Interchangeable Spray Patterns,Hot Water Heater,Do Not Know,Do Not Know
NTM01241,6.5,100,185,0,0.5,0,2,0.1,Municipal Water System,More than 6 Months Ago,14+ times/week,Never,NA,Plastic,Do Not Know,Fixed Showerhead w/ Additional Handheld Unit,Yes,Multiple Interchangeable Spray Patterns,Hot Water Heater,1-5 Years,Never
NTM00286,6.2,60,120,0,0,0,0.5,0.15,Municipal Water System,More than 6 Months Ago,5-9 times/week,Never,NA,Plastic,Do Not Know,Fixed/Permanent,Yes,Fine Misting of Water (Low Flow),Hot Water Heater,6-10 Years,Every Few Years
NTM01000,6.3,120,425,0,0,0,0.5,0.15,Well-Water System,More than 6 Months Ago,10-13 times/week,Never,NA,Combination of Plastic/Metal,Brass,Fixed Showerhead w/ Additional Handheld Unit,Do Not Know,Multiple Interchangeable Spray Patterns,Hot Water Heater,>10 Years,Yearly
NTM01439,6.8,180,250,0,0.25,0,4,0.15,Municipal Water System,More than 6 Months Ago,5-9 times/week,Never,NA,Plastic,No Finish,Fixed/Permanent,No,Multiple Interchangeable Spray Patterns,Hot Water Heater,6-10 Years,Never
NTM01227,6.8,80,120,0,0,1,5,0.3,Well-Water System,More than 6 Months Ago,1-4 times/week,Never,NA,Solid Brass,Chrome,Fixed/Permanent,No,Drenching Forced Spray Ideal For Rinsing Shampoo,Hot Water Heater,>10 Years,Never
NTM01348,6.2,80,425,0,0,0.2,10,0.25,Municipal Water System,More than 6 Months Ago,1-4 times/week,Never,NA,Combination of Plastic/Metal,Brass,Fixed/Permanent,No,Drenching Forced Spray Ideal For Rinsing Shampoo,Hot Water Heater,>10 Years,Never
NTM01097,6.2,40,120,0,0,0,0,0.15,Municipal Water System,More than 6 Months Ago,5-9 times/week,Never,NA,Metal,Nickel,Fixed Showerhead w/ Additional Handheld Unit,No,Drenching Forced Spray Ideal For Rinsing Shampoo,Hot Water Heater,1-5 Years,Never
NTM00563,8,240,250,0,0.2,0,1,0.05,Municipal Water System,More than 6 Months Ago,14+ times/week,Never,NA,Combination of Plastic/Metal,Do Not Know,Fixed/Permanent,Do Not Know,Wide Coverage That Feels Like Drenching Rain,Hot Water Heater,1-5 Years,Yearly
NTM01082,7.8,120,250,0,0.5,0,2,0,Municipal Water System,More than 6 Months Ago,5-9 times/week,Never,NA,Metal,Chrome,Fixed Showerhead w/ Additional Handheld Unit,No,Multiple Interchangeable Spray Patterns,Hot Water Heater,6-10 Years,Do Not Know
NTM01144,6.7,120,NA,0,0,0,5,0.07,Municipal Water System,More than 6 Months Ago,5-9 times/week,Never,NA,Combination of Plastic/Metal,Do Not Know,Fixed/Permanent,Yes,Drenching Forced Spray Ideal For Rinsing Shampoo,Hot Water Heater,>10 Years,Never
NTM00625,6.8,120,250,4,0.5,0,2,0.15,Municipal Water System,More than 6 Months Ago,5-9 times/week,Never,NA,Plastic,No Finish,Fixed/Permanent,Yes,Drenching Forced Spray Ideal For Rinsing Shampoo,Hot Water Heater,>10 Years,Do Not Know
NTM01486,6.8,150,185,0,0,0.05,2,0.08,Municipal Water System,More than 6 Months Ago,5-9 times/week,Never,Commercial Cleaning Solution,Combination of Plastic/Metal,Do Not Know,Fixed/Permanent,Yes,Wide Coverage That Feels Like Drenching Rain,Hot Water Heater,6-10 Years,Never
NTM01139,6.8,60,120,0,0,0.075,1,0,Municipal Water System,More than 6 Months Ago,5-9 times/week,Never,NA,Combination of Plastic/Metal,Chrome,Fixed/Permanent,Yes,Multiple Interchangeable Spray Patterns,Hot Water Heater,6-10 Years,Never
